stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
406,,"Kingsbridge Rd",,40.86776,-73.897174,,,1,,40.867808,-73.896901,1,rooftop,2666,"Jerome Ave",Bronx,NY,"Bronx County",10468,US,"City of New York"
406N,,"Kingsbridge Rd",,40.86776,-73.897174,,,0,406,40.867808,-73.896901,1,rooftop,2666,"Jerome Ave",Bronx,NY,"Bronx County",10468,US,"City of New York"
406S,,"Kingsbridge Rd",,40.86776,-73.897174,,,0,406,40.867808,-73.896901,1,rooftop,2666,"Jerome Ave",Bronx,NY,"Bronx County",10468,US,"City of New York"
407,,"Fordham Rd",,40.862803,-73.901034,,,1,,40.862815,-73.900738,1,rooftop,1,"E Fordham Rd",Bronx,NY,"Bronx County",10468,US,"City of New York"
407N,,"Fordham Rd",,40.862803,-73.901034,,,0,407,40.862815,-73.900738,1,rooftop,1,"E Fordham Rd",Bronx,NY,"Bronx County",10468,US,"City of New York"
407S,,"Fordham Rd",,40.862803,-73.901034,,,0,407,40.862815,-73.900738,1,rooftop,1,"E Fordham Rd",Bronx,NY,"Bronx County",10468,US,"City of New York"
408,,"183 St",,40.858407,-73.903879,,,1,,40.858505,-73.90403,1,rooftop,1,"W 183rd St",Bronx,NY,"Bronx County",10468,US,"City of New York"
408N,,"183 St",,40.858407,-73.903879,,,0,408,40.858505,-73.90403,1,rooftop,1,"W 183rd St",Bronx,NY,"Bronx County",10468,US,"City of New York"
408S,,"183 St",,40.858407,-73.903879,,,0,408,40.858505,-73.90403,1,rooftop,1,"W 183rd St",Bronx,NY,"Bronx County",10468,US,"City of New York"
409,,"Burnside Av",,40.853453,-73.907684,,,1,,40.853369,-73.907531,1,rooftop,2034,"Jerome Ave",Bronx,NY,"Bronx County",10453,US,"City of New York"
409N,,"Burnside Av",,40.853453,-73.907684,,,0,409,40.853369,-73.907531,1,rooftop,2034,"Jerome Ave",Bronx,NY,"Bronx County",10453,US,"City of New York"
409S,,"Burnside Av",,40.853453,-73.907684,,,0,409,40.853369,-73.907531,1,rooftop,2034,"Jerome Ave",Bronx,NY,"Bronx County",10453,US,"City of New York"
410,,"176 St",,40.84848,-73.911794,,,1,,40.848378,-73.911645,1,rooftop,1788,"Jerome Ave",Bronx,NY,"Bronx County",10453,US,"City of New York"
410N,,"176 St",,40.84848,-73.911794,,,0,410,40.848378,-73.911645,1,rooftop,1788,"Jerome Ave",Bronx,NY,"Bronx County",10453,US,"City of New York"
410S,,"176 St",,40.84848,-73.911794,,,0,410,40.848378,-73.911645,1,rooftop,1788,"Jerome Ave",Bronx,NY,"Bronx County",10453,US,"City of New York"
411,,"Mt Eden Av",,40.844434,-73.914685,,,1,,40.844362,-73.914515,1,rooftop,1580,"Jerome Ave",Bronx,NY,"Bronx County",10452,US,"City of New York"
411N,,"Mt Eden Av",,40.844434,-73.914685,,,0,411,40.844362,-73.914515,1,rooftop,1580,"Jerome Ave",Bronx,NY,"Bronx County",10452,US,"City of New York"
411S,,"Mt Eden Av",,40.844434,-73.914685,,,0,411,40.844362,-73.914515,1,rooftop,1580,"Jerome Ave",Bronx,NY,"Bronx County",10452,US,"City of New York"
412,,"170 St",,40.840075,-73.917791,,,1,,40.839994,-73.917626,1,rooftop,1398,"Jerome Ave",Bronx,NY,"Bronx County",10452,US,"City of New York"
412N,,"170 St",,40.840075,-73.917791,,,0,412,40.839994,-73.917626,1,rooftop,1398,"Jerome Ave",Bronx,NY,"Bronx County",10452,US,"City of New York"
412S,,"170 St",,40.840075,-73.917791,,,0,412,40.839994,-73.917626,1,rooftop,1398,"Jerome Ave",Bronx,NY,"Bronx County",10452,US,"City of New York"
413,,"167 St",,40.835537,-73.9214,,,1,,40.835561,-73.921552,1,rooftop,1197,"River Ave",Bronx,NY,"Bronx County",10452,US,"City of New York"
413N,,"167 St",,40.835537,-73.9214,,,0,413,40.835561,-73.921552,1,rooftop,1197,"River Ave",Bronx,NY,"Bronx County",10452,US,"City of New York"
413S,,"167 St",,40.835537,-73.9214,,,0,413,40.835561,-73.921552,1,rooftop,1197,"River Ave",Bronx,NY,"Bronx County",10452,US,"City of New York"
414,,"161 St - Yankee Stadium",,40.827994,-73.925831,,,1,,40.827951,-73.925311,1,rooftop,51,"E 161st St",Bronx,NY,"Bronx County",10452,US,"City of New York"
414N,,"161 St - Yankee Stadium",,40.827994,-73.925831,,,0,414,40.827951,-73.925311,1,rooftop,51,"E 161st St",Bronx,NY,"Bronx County",10452,US,"City of New York"
414S,,"161 St - Yankee Stadium",,40.827994,-73.925831,,,0,414,40.827951,-73.925311,1,rooftop,51,"E 161st St",Bronx,NY,"Bronx County",10452,US,"City of New York"
415,,"149 St - Grand Concourse",,40.818375,-73.927351,,,1,,40.818239,-73.927179,1,rooftop,500,"Grand Conc",Bronx,NY,"Bronx County",10451,US,"City of New York"
415N,,"149 St - Grand Concourse",,40.818375,-73.927351,,,0,415,40.818239,-73.927179,1,rooftop,500,"Grand Conc",Bronx,NY,"Bronx County",10451,US,"City of New York"
415S,,"149 St - Grand Concourse",,40.818375,-73.927351,,,0,415,40.818239,-73.927179,1,rooftop,500,"Grand Conc",Bronx,NY,"Bronx County",10451,US,"City of New York"
416,,"138 St - Grand Concourse",,40.813224,-73.929849,,,1,,40.813209,-73.929611,1,rooftop,250,"Grand Conc",Bronx,NY,"Bronx County",10451,US,"City of New York"
416N,,"138 St - Grand Concourse",,40.813224,-73.929849,,,0,416,40.813209,-73.929611,1,rooftop,250,"Grand Conc",Bronx,NY,"Bronx County",10451,US,"City of New York"
416S,,"138 St - Grand Concourse",,40.813224,-73.929849,,,0,416,40.813209,-73.929611,1,rooftop,250,"Grand Conc",Bronx,NY,"Bronx County",10451,US,"City of New York"
418,,"Fulton St",,40.710368,-74.009509,,,1,,40.710322,-74.009365,1,rooftop,192,Broadway,"New York",NY,"New York County",10038,US,"City of New York"
418N,,"Fulton St",,40.710368,-74.009509,,,0,418,40.710322,-74.009365,1,rooftop,192,Broadway,"New York",NY,"New York County",10038,US,"City of New York"
418S,,"Fulton St",,40.710368,-74.009509,,,0,418,40.710322,-74.009365,1,rooftop,192,Broadway,"New York",NY,"New York County",10038,US,"City of New York"
419,,"Wall St",,40.707557,-74.011862,,,1,,40.707392,-74.011826,1,rooftop,80,Broadway,"New York",NY,"New York County",10005,US,"City of New York"
419N,,"Wall St",,40.707557,-74.011862,,,0,419,40.707392,-74.011826,1,rooftop,80,Broadway,"New York",NY,"New York County",10005,US,"City of New York"
419S,,"Wall St",,40.707557,-74.011862,,,0,419,40.707392,-74.011826,1,rooftop,80,Broadway,"New York",NY,"New York County",10005,US,"City of New York"
420,,"Bowling Green",,40.704817,-74.014065,,,1,,40.704896,-74.014159,1,rooftop,1,Broadway,"New York",NY,"New York County",10004,US,"City of New York"
420N,,"Bowling Green",,40.704817,-74.014065,,,0,420,40.704896,-74.014159,1,rooftop,1,Broadway,"New York",NY,"New York County",10004,US,"City of New York"
420S,,"Bowling Green",,40.704817,-74.014065,,,0,420,40.704896,-74.014159,1,rooftop,1,Broadway,"New York",NY,"New York County",10004,US,"City of New York"
423,,"Borough Hall",,40.692404,-73.990151,,,1,,40.692347,-73.990413,1,rooftop,210,"Joralemon St",Brooklyn,NY,"Kings County",11201,US,"City of New York"
423N,,"Borough Hall",,40.692404,-73.990151,,,0,423,40.692347,-73.990413,1,rooftop,210,"Joralemon St",Brooklyn,NY,"Kings County",11201,US,"City of New York"
423S,,"Borough Hall",,40.692404,-73.990151,,,0,423,40.692347,-73.990413,1,rooftop,210,"Joralemon St",Brooklyn,NY,"Kings County",11201,US,"City of New York"
501,,"Eastchester - Dyre Av",,40.8883,-73.830834,,,1,,40.888357,-73.831135,1,rooftop,3812,"Dyre Ave",Bronx,NY,"Bronx County",10466,US,"City of New York"
501N,,"Eastchester - Dyre Av",,40.8883,-73.830834,,,0,501,40.888357,-73.831135,1,rooftop,3812,"Dyre Ave",Bronx,NY,"Bronx County",10466,US,"City of New York"
501S,,"Eastchester - Dyre Av",,40.8883,-73.830834,,,0,501,40.888357,-73.831135,1,rooftop,3812,"Dyre Ave",Bronx,NY,"Bronx County",10466,US,"City of New York"
502,,"Baychester Av",,40.878663,-73.838591,,,1,,40.878465,-73.838403,1,rooftop,3355,"Edson Ave",Bronx,NY,"Bronx County",10469,US,"City of New York"
502N,,"Baychester Av",,40.878663,-73.838591,,,0,502,40.878465,-73.838403,1,rooftop,3355,"Edson Ave",Bronx,NY,"Bronx County",10469,US,"City of New York"
502S,,"Baychester Av",,40.878663,-73.838591,,,0,502,40.878465,-73.838403,1,rooftop,3355,"Edson Ave",Bronx,NY,"Bronx County",10469,US,"City of New York"
503,,"Gun Hill Rd",,40.869526,-73.846384,,,1,,40.869412,-73.845868,1,rooftop,2961,"Dewitt Pl",Bronx,NY,"Bronx County",10469,US,"City of New York"
503N,,"Gun Hill Rd",,40.869526,-73.846384,,,0,503,40.869412,-73.845868,1,rooftop,2961,"Dewitt Pl",Bronx,NY,"Bronx County",10469,US,"City of New York"
503S,,"Gun Hill Rd",,40.869526,-73.846384,,,0,503,40.869412,-73.845868,1,rooftop,2961,"Dewitt Pl",Bronx,NY,"Bronx County",10469,US,"City of New York"
504,,"Pelham Pkwy",,40.858985,-73.855359,,,1,,40.858837,-73.855096,1,rooftop,2228,Esplanade,Bronx,NY,"Bronx County",10469,US,"City of New York"
504N,,"Pelham Pkwy",,40.858985,-73.855359,,,0,504,40.858837,-73.855096,1,rooftop,2228,Esplanade,Bronx,NY,"Bronx County",10469,US,"City of New York"
504S,,"Pelham Pkwy",,40.858985,-73.855359,,,0,504,40.858837,-73.855096,1,rooftop,2228,Esplanade,Bronx,NY,"Bronx County",10469,US,"City of New York"
505,,"Morris Park",,40.854364,-73.860495,,,1,,40.854363,-73.860916,1,rooftop,2116,"Bogart Ave",Bronx,NY,"Bronx County",10462,US,"City of New York"
505N,,"Morris Park",,40.854364,-73.860495,,,0,505,40.854363,-73.860916,1,rooftop,2116,"Bogart Ave",Bronx,NY,"Bronx County",10462,US,"City of New York"
505S,,"Morris Park",,40.854364,-73.860495,,,0,505,40.854363,-73.860916,1,rooftop,2116,"Bogart Ave",Bronx,NY,"Bronx County",10462,US,"City of New York"
601,,"Pelham Bay Park",,40.852462,-73.828121,,,1,,40.852348,-73.827967,1,rooftop,3262,"Westchester Ave",Bronx,NY,"Bronx County",10461,US,"City of New York"
601N,,"Pelham Bay Park",,40.852462,-73.828121,,,0,601,40.852348,-73.827967,1,rooftop,3262,"Westchester Ave",Bronx,NY,"Bronx County",10461,US,"City of New York"
601S,,"Pelham Bay Park",,40.852462,-73.828121,,,0,601,40.852348,-73.827967,1,rooftop,3262,"Westchester Ave",Bronx,NY,"Bronx County",10461,US,"City of New York"
602,,"Buhre Av",,40.84681,-73.832569,,,1,,40.84694,-73.832677,1,rooftop,2941,"Westchester Ave",Bronx,NY,"Bronx County",10461,US,"City of New York"
602N,,"Buhre Av",,40.84681,-73.832569,,,0,602,40.84694,-73.832677,1,rooftop,2941,"Westchester Ave",Bronx,NY,"Bronx County",10461,US,"City of New York"
602S,,"Buhre Av",,40.84681,-73.832569,,,0,602,40.84694,-73.832677,1,rooftop,2941,"Westchester Ave",Bronx,NY,"Bronx County",10461,US,"City of New York"
603,,"Middletown Rd",,40.843863,-73.836322,,,1,,40.843587,-73.836264,1,rooftop,2803,"Middletown Rd",Bronx,NY,"Bronx County",10461,US,"City of New York"
603N,,"Middletown Rd",,40.843863,-73.836322,,,0,603,40.843587,-73.836264,1,rooftop,2803,"Middletown Rd",Bronx,NY,"Bronx County",10461,US,"City of New York"
603S,,"Middletown Rd",,40.843863,-73.836322,,,0,603,40.843587,-73.836264,1,rooftop,2803,"Middletown Rd",Bronx,NY,"Bronx County",10461,US,"City of New York"
604,,"Westchester Sq - E Tremont Av",,40.839892,-73.842952,,,1,,40.839801,-73.842784,1,rooftop,135,"Westchester Sq",Bronx,NY,"Bronx County",10461,US,"City of New York"
604N,,"Westchester Sq - E Tremont Av",,40.839892,-73.842952,,,0,604,40.839801,-73.842784,1,rooftop,135,"Westchester Sq",Bronx,NY,"Bronx County",10461,US,"City of New York"
604S,,"Westchester Sq - E Tremont Av",,40.839892,-73.842952,,,0,604,40.839801,-73.842784,1,rooftop,135,"Westchester Sq",Bronx,NY,"Bronx County",10461,US,"City of New York"
606,,"Zerega Av",,40.836488,-73.847036,,,1,,40.836574,-73.847211,1,rooftop,2357,"Westchester Ave",Bronx,NY,"Bronx County",10462,US,"City of New York"
606N,,"Zerega Av",,40.836488,-73.847036,,,0,606,40.836574,-73.847211,1,rooftop,2357,"Westchester Ave",Bronx,NY,"Bronx County",10462,US,"City of New York"
606S,,"Zerega Av",,40.836488,-73.847036,,,0,606,40.836574,-73.847211,1,rooftop,2357,"Westchester Ave",Bronx,NY,"Bronx County",10462,US,"City of New York"
607,,"Castle Hill Av",,40.834255,-73.851222,,,1,,40.834404,-73.851258,1,rooftop,2215,"Westchester Ave",Bronx,NY,"Bronx County",10462,US,"City of New York"
607N,,"Castle Hill Av",,40.834255,-73.851222,,,0,607,40.834404,-73.851258,1,rooftop,2215,"Westchester Ave",Bronx,NY,"Bronx County",10462,US,"City of New York"
607S,,"Castle Hill Av",,40.834255,-73.851222,,,0,607,40.834404,-73.851258,1,rooftop,2215,"Westchester Ave",Bronx,NY,"Bronx County",10462,US,"City of New York"
608,,Parkchester,,40.833226,-73.860816,,,1,,40.833569,-73.860359,1,rooftop,45,"Hugh J Grant Cir",Bronx,NY,"Bronx County",10462,US,"City of New York"
608N,,Parkchester,,40.833226,-73.860816,,,0,608,40.833569,-73.860359,1,rooftop,45,"Hugh J Grant Cir",Bronx,NY,"Bronx County",10462,US,"City of New York"
608S,,Parkchester,,40.833226,-73.860816,,,0,608,40.833569,-73.860359,1,rooftop,45,"Hugh J Grant Cir",Bronx,NY,"Bronx County",10462,US,"City of New York"
609,,"St Lawrence Av",,40.831509,-73.867618,,,1,,40.831365,-73.867561,1,rooftop,1768,"Westchester Ave",Bronx,NY,"Bronx County",10472,US,"City of New York"
609N,,"St Lawrence Av",,40.831509,-73.867618,,,0,609,40.831365,-73.867561,1,rooftop,1768,"Westchester Ave",Bronx,NY,"Bronx County",10472,US,"City of New York"
609S,,"St Lawrence Av",,40.831509,-73.867618,,,0,609,40.831365,-73.867561,1,rooftop,1768,"Westchester Ave",Bronx,NY,"Bronx County",10472,US,"City of New York"
610,,"Morrison Av- Sound View",,40.829521,-73.874516,,,1,,40.829685,-73.874507,1,rooftop,1621,"Westchester Ave",Bronx,NY,"Bronx County",10472,US,"City of New York"
610N,,"Morrison Av- Sound View",,40.829521,-73.874516,,,0,610,40.829685,-73.874507,1,rooftop,1621,"Westchester Ave",Bronx,NY,"Bronx County",10472,US,"City of New York"
610S,,"Morrison Av- Sound View",,40.829521,-73.874516,,,0,610,40.829685,-73.874507,1,rooftop,1621,"Westchester Ave",Bronx,NY,"Bronx County",10472,US,"City of New York"
611,,"Elder Av",,40.828584,-73.879159,,,1,,40.828745,-73.87907,1,rooftop,1521,"Westchester Ave",Bronx,NY,"Bronx County",10472,US,"City of New York"
611N,,"Elder Av",,40.828584,-73.879159,,,0,611,40.828745,-73.87907,1,rooftop,1521,"Westchester Ave",Bronx,NY,"Bronx County",10472,US,"City of New York"
611S,,"Elder Av",,40.828584,-73.879159,,,0,611,40.828745,-73.87907,1,rooftop,1521,"Westchester Ave",Bronx,NY,"Bronx County",10472,US,"City of New York"
612,,"Whitlock Av",,40.826525,-73.886283,,,1,,40.826943,-73.885995,1,nearest_street,,"I 895",Bronx,NY,"Bronx County",10459,US,"TIGER/Line® dataset from the US Census Bureau"
612N,,"Whitlock Av",,40.826525,-73.886283,,,0,612,40.826943,-73.885995,1,nearest_street,,"I 895",Bronx,NY,"Bronx County",10459,US,"TIGER/Line® dataset from the US Census Bureau"
612S,,"Whitlock Av",,40.826525,-73.886283,,,0,612,40.826943,-73.885995,1,nearest_street,,"I 895",Bronx,NY,"Bronx County",10459,US,"TIGER/Line® dataset from the US Census Bureau"
613,,"Hunts Point Av",,40.820948,-73.890549,,,1,,40.82111,-73.890715,1,rooftop,1065,"E 163rd St",Bronx,NY,"Bronx County",10459,US,"City of New York"
613N,,"Hunts Point Av",,40.820948,-73.890549,,,0,613,40.82111,-73.890715,1,rooftop,1065,"E 163rd St",Bronx,NY,"Bronx County",10459,US,"City of New York"
613S,,"Hunts Point Av",,40.820948,-73.890549,,,0,613,40.82111,-73.890715,1,rooftop,1065,"E 163rd St",Bronx,NY,"Bronx County",10459,US,"City of New York"
614,,"Longwood Av",,40.816104,-73.896435,,,1,,40.816032,-73.896255,1,rooftop,796,"Southern Blvd",Bronx,NY,"Bronx County",10455,US,"City of New York"
614N,,"Longwood Av",,40.816104,-73.896435,,,0,614,40.816032,-73.896255,1,rooftop,796,"Southern Blvd",Bronx,NY,"Bronx County",10455,US,"City of New York"
614S,,"Longwood Av",,40.816104,-73.896435,,,0,614,40.816032,-73.896255,1,rooftop,796,"Southern Blvd",Bronx,NY,"Bronx County",10455,US,"City of New York"
615,,"E 149 St",,40.812118,-73.904098,,,1,,40.812054,-73.903827,1,rooftop,542,"Southern Blvd",Bronx,NY,"Bronx County",10455,US,"City of New York"
615N,,"E 149 St",,40.812118,-73.904098,,,0,615,40.812054,-73.903827,1,rooftop,542,"Southern Blvd",Bronx,NY,"Bronx County",10455,US,"City of New York"
615S,,"E 149 St",,40.812118,-73.904098,,,0,615,40.812054,-73.903827,1,rooftop,542,"Southern Blvd",Bronx,NY,"Bronx County",10455,US,"City of New York"
616,,"E 143 St - St Mary's St",,40.808719,-73.907657,,,1,,40.808586,-73.9075,1,rooftop,360,"Southern Blvd",Bronx,NY,"Bronx County",10454,US,"City of New York"
616N,,"E 143 St - St Mary's St",,40.808719,-73.907657,,,0,616,40.808586,-73.9075,1,rooftop,360,"Southern Blvd",Bronx,NY,"Bronx County",10454,US,"City of New York"
616S,,"E 143 St - St Mary's St",,40.808719,-73.907657,,,0,616,40.808586,-73.9075,1,rooftop,360,"Southern Blvd",Bronx,NY,"Bronx County",10454,US,"City of New York"
617,,"Cypress Av",,40.805368,-73.914042,,,1,,40.805244,-73.914154,1,rooftop,678,"E 138th St",Bronx,NY,"Bronx County",10454,US,"City of New York"
617N,,"Cypress Av",,40.805368,-73.914042,,,0,617,40.805244,-73.914154,1,rooftop,678,"E 138th St",Bronx,NY,"Bronx County",10454,US,"City of New York"
617S,,"Cypress Av",,40.805368,-73.914042,,,0,617,40.805244,-73.914154,1,rooftop,678,"E 138th St",Bronx,NY,"Bronx County",10454,US,"City of New York"
618,,"Brook Av",,40.807566,-73.91924,,,1,,40.807501,-73.919479,1,rooftop,504,"E 138th St",Bronx,NY,"Bronx County",10454,US,"City of New York"
618N,,"Brook Av",,40.807566,-73.91924,,,0,618,40.807501,-73.919479,1,rooftop,504,"E 138th St",Bronx,NY,"Bronx County",10454,US,"City of New York"
618S,,"Brook Av",,40.807566,-73.91924,,,0,618,40.807501,-73.919479,1,rooftop,504,"E 138th St",Bronx,NY,"Bronx County",10454,US,"City of New York"
619,,"3 Av - 138 St",,40.810476,-73.926138,,,1,,40.810768,-73.926394,1,rooftop,285,"E 138th St",Bronx,NY,"Bronx County",10454,US,"City of New York"
619N,,"3 Av - 138 St",,40.810476,-73.926138,,,0,619,40.810768,-73.926394,1,rooftop,285,"E 138th St",Bronx,NY,"Bronx County",10454,US,"City of New York"
619S,,"3 Av - 138 St",,40.810476,-73.926138,,,0,619,40.810768,-73.926394,1,rooftop,285,"E 138th St",Bronx,NY,"Bronx County",10454,US,"City of New York"
621,,"125 St",,40.804138,-73.937594,,,1,,40.804214,-73.937705,1,rooftop,2060,"Lexington Ave","New York",NY,"New York County",10035,US,"City of New York"
621N,,"125 St",,40.804138,-73.937594,,,0,621,40.804214,-73.937705,1,rooftop,2060,"Lexington Ave","New York",NY,"New York County",10035,US,"City of New York"
621S,,"125 St",,40.804138,-73.937594,,,0,621,40.804214,-73.937705,1,rooftop,2060,"Lexington Ave","New York",NY,"New York County",10035,US,"City of New York"
622,,"116 St",,40.798629,-73.941617,,,1,,40.798692,-73.941384,1,rooftop,145,"E 116th St","New York",NY,"New York County",10035,US,"City of New York"
622N,,"116 St",,40.798629,-73.941617,,,0,622,40.798692,-73.941384,1,rooftop,145,"E 116th St","New York",NY,"New York County",10035,US,"City of New York"
622S,,"116 St",,40.798629,-73.941617,,,0,622,40.798692,-73.941384,1,rooftop,145,"E 116th St","New York",NY,"New York County",10035,US,"City of New York"
623,,"110 St",,40.79502,-73.94425,,,1,,40.794947,-73.944133,1,rooftop,1779,"Lexington Ave","New York",NY,"New York County",10029,US,"City of New York"
623N,,"110 St",,40.79502,-73.94425,,,0,623,40.794947,-73.944133,1,rooftop,1779,"Lexington Ave","New York",NY,"New York County",10029,US,"City of New York"
623S,,"110 St",,40.79502,-73.94425,,,0,623,40.794947,-73.944133,1,rooftop,1779,"Lexington Ave","New York",NY,"New York County",10029,US,"City of New York"
624,,"103 St",,40.7906,-73.947478,,,1,,40.790611,-73.947293,1,rooftop,1635,"Lexington Ave","New York",NY,"New York County",10029,US,"City of New York"
624N,,"103 St",,40.7906,-73.947478,,,0,624,40.790611,-73.947293,1,rooftop,1635,"Lexington Ave","New York",NY,"New York County",10029,US,"City of New York"
624S,,"103 St",,40.7906,-73.947478,,,0,624,40.790611,-73.947293,1,rooftop,1635,"Lexington Ave","New York",NY,"New York County",10029,US,"City of New York"
625,,"96 St",,40.785672,-73.95107,,,1,,40.785685,-73.951232,1,rooftop,1486,"Lexington Ave","New York",NY,"New York County",10128,US,"City of New York"
625N,,"96 St",,40.785672,-73.95107,,,0,625,40.785685,-73.951232,1,rooftop,1486,"Lexington Ave","New York",NY,"New York County",10128,US,"City of New York"
625S,,"96 St",,40.785672,-73.95107,,,0,625,40.785685,-73.951232,1,rooftop,1486,"Lexington Ave","New York",NY,"New York County",10128,US,"City of New York"
626,,"86 St",,40.779492,-73.955589,,,1,,40.779572,-73.955347,1,rooftop,147,"E 86th St","New York",NY,"New York County",10028,US,"City of New York"
626N,,"86 St",,40.779492,-73.955589,,,0,626,40.779572,-73.955347,1,rooftop,147,"E 86th St","New York",NY,"New York County",10028,US,"City of New York"
626S,,"86 St",,40.779492,-73.955589,,,0,626,40.779572,-73.955347,1,rooftop,147,"E 86th St","New York",NY,"New York County",10028,US,"City of New York"
627,,"77 St",,40.77362,-73.959874,,,1,,40.773622,-73.960095,1,rooftop,130,"E 77th St","New York",NY,"New York County",10021,US,"City of New York"
627N,,"77 St",,40.77362,-73.959874,,,0,627,40.773622,-73.960095,1,rooftop,130,"E 77th St","New York",NY,"New York County",10021,US,"City of New York"
627S,,"77 St",,40.77362,-73.959874,,,0,627,40.773622,-73.960095,1,rooftop,130,"E 77th St","New York",NY,"New York County",10021,US,"City of New York"
628,,"68 St - Hunter College",,40.768141,-73.96387,,,1,,40.768096,-73.96371,1,rooftop,931,"Lexington Ave","New York",NY,"New York County",10065,US,"City of New York"
628N,,"68 St - Hunter College",,40.768141,-73.96387,,,0,628,40.768096,-73.96371,1,rooftop,931,"Lexington Ave","New York",NY,"New York County",10065,US,"City of New York"
628S,,"68 St - Hunter College",,40.768141,-73.96387,,,0,628,40.768096,-73.96371,1,rooftop,931,"Lexington Ave","New York",NY,"New York County",10065,US,"City of New York"
629,,"59 St",,40.762526,-73.967967,,,1,,40.762673,-73.96828,1,rooftop,122,"E 60th St","New York",NY,"New York County",10022,US,"City of New York"
629N,,"59 St",,40.762526,-73.967967,,,0,629,40.762673,-73.96828,1,rooftop,122,"E 60th St","New York",NY,"New York County",10022,US,"City of New York"
629S,,"59 St",,40.762526,-73.967967,,,0,629,40.762673,-73.96828,1,rooftop,122,"E 60th St","New York",NY,"New York County",10022,US,"City of New York"
630,,"51 St",,40.757107,-73.97192,,,1,,40.757122,-73.971639,1,rooftop,151,"E 51st St","New York",NY,"New York County",10022,US,"City of New York"
630N,,"51 St",,40.757107,-73.97192,,,0,630,40.757122,-73.971639,1,rooftop,151,"E 51st St","New York",NY,"New York County",10022,US,"City of New York"
630S,,"51 St",,40.757107,-73.97192,,,0,630,40.757122,-73.971639,1,rooftop,151,"E 51st St","New York",NY,"New York County",10022,US,"City of New York"
631,,"Grand Central - 42 St",,40.751776,-73.976848,,,1,,40.751656,-73.97698,1,rooftop,110,"E 42nd St","New York",NY,"New York County",10017,US,"City of New York"
631N,,"Grand Central - 42 St",,40.751776,-73.976848,,,0,631,40.751656,-73.97698,1,rooftop,110,"E 42nd St","New York",NY,"New York County",10017,US,"City of New York"
631S,,"Grand Central - 42 St",,40.751776,-73.976848,,,0,631,40.751656,-73.97698,1,rooftop,110,"E 42nd St","New York",NY,"New York County",10017,US,"City of New York"
632,,"33 St",,40.746081,-73.982076,,,1,,40.746177,-73.982307,1,rooftop,2,"Park Ave","New York",NY,"New York County",10016,US,"City of New York"
632N,,"33 St",,40.746081,-73.982076,,,0,632,40.746177,-73.982307,1,rooftop,2,"Park Ave","New York",NY,"New York County",10016,US,"City of New York"
632S,,"33 St",,40.746081,-73.982076,,,0,632,40.746177,-73.982307,1,rooftop,2,"Park Ave","New York",NY,"New York County",10016,US,"City of New York"
633,,"28 St",,40.74307,-73.984264,,,1,,40.742972,-73.984102,1,rooftop,401,"Park Ave S","New York",NY,"New York County",10016,US,"City of New York"
633N,,"28 St",,40.74307,-73.984264,,,0,633,40.742972,-73.984102,1,rooftop,401,"Park Ave S","New York",NY,"New York County",10016,US,"City of New York"
633S,,"28 St",,40.74307,-73.984264,,,0,633,40.742972,-73.984102,1,rooftop,401,"Park Ave S","New York",NY,"New York County",10016,US,"City of New York"
634,,"23 St",,40.739864,-73.986599,,,1,,40.739878,-73.986367,1,rooftop,295,"Park Ave S","New York",NY,"New York County",10010,US,"City of New York"
634N,,"23 St",,40.739864,-73.986599,,,0,634,40.739878,-73.986367,1,rooftop,295,"Park Ave S","New York",NY,"New York County",10010,US,"City of New York"
634S,,"23 St",,40.739864,-73.986599,,,0,634,40.739878,-73.986367,1,rooftop,295,"Park Ave S","New York",NY,"New York County",10010,US,"City of New York"
635,,"14 St - Union Sq",,40.734673,-73.989951,,,1,,40.734652,-73.989762,1,rooftop,2,"Union Sq E","New York",NY,"New York County",10003,US,"City of New York"
635N,,"14 St - Union Sq",,40.734673,-73.989951,,,0,635,40.734652,-73.989762,1,rooftop,2,"Union Sq E","New York",NY,"New York County",10003,US,"City of New York"
635S,,"14 St - Union Sq",,40.734673,-73.989951,,,0,635,40.734652,-73.989762,1,rooftop,2,"Union Sq E","New York",NY,"New York County",10003,US,"City of New York"
636,,"Astor Pl",,40.730054,-73.99107,,,1,,40.730048,-73.991524,1,rooftop,454,"Lafayette St","New York",NY,"New York County",10003,US,"City of New York"
636N,,"Astor Pl",,40.730054,-73.99107,,,0,636,40.730048,-73.991524,1,rooftop,454,"Lafayette St","New York",NY,"New York County",10003,US,"City of New York"
636S,,"Astor Pl",,40.730054,-73.99107,,,0,636,40.730048,-73.991524,1,rooftop,454,"Lafayette St","New York",NY,"New York County",10003,US,"City of New York"
637,,"Bleecker St",,40.725915,-73.994659,,,1,,40.725949,-73.994893,1,rooftop,54,"Bleecker St","New York",NY,"New York County",10012,US,"City of New York"
637N,,"Bleecker St",,40.725915,-73.994659,,,0,637,40.725949,-73.994893,1,rooftop,54,"Bleecker St","New York",NY,"New York County",10012,US,"City of New York"
637S,,"Bleecker St",,40.725915,-73.994659,,,0,637,40.725949,-73.994893,1,rooftop,54,"Bleecker St","New York",NY,"New York County",10012,US,"City of New York"
